Unnamed: 0,Car,Review,Polarity_score,Sentiment
508,XUV700,"This is an awesome vehicle, and the mileage is good. Its cruise control is also good, and the sunroof is very large, which is too good. I like very much this type of vehicle. My driving experience is superb with it. All things are good in this car. Overall this is an amazing car.",4.8895,Strongly Positive
509,XUV700,"The best car in this segment has features of higher segments and all safety. Auto braking and instrumental cluster are the highlights, 360* camera lane assist Camera.",3.953,Positive
510,XUV700,"This is an awesome vehicle and the mileage is good. Its cruise control is also good and the sunroof is very large which is too good. I like very much this type of vehicle, my driving experience is superb. All things are good in this car. Overall this is an amazing car.",4.8895,Strongly Positive
511,XUV700,It is a excellent car. It has superb engine with amazing interior and exterior. It feels very safe and smooth while driving. Value for money car.,4.765499999999999,Strongly Positive
512,XUV700,It is the best budget car with good looks and mileage. Its comfort and safety are also good.,4.680000000000001,Strongly Positive
513,XUV700,"This car is the best car I have seen ever. Best budget, best looks, best mileage, best comfort, best safety ever. I love this car. This is not a car this is my dream car.",4.948,Strongly Positive
514,XUV700,"I like this car, the features are really awesome. This car has everything and is one of the safest car in the segment. This is great for the family as well. ",4.706,Strongly Positive
515,XUV700,"Best car in the SUV segment right now. Safety, features, design, class this car has everything. The best product of Mahindra in recent times.",4.521,Strongly Positive
516,XUV700,"Well, it's simply the best in class with features like ADAS, 200 hp engine and comfortable ride, a good amount of ground clearance, and the electric blue and midnight black are one of the best colors to buy the car, being a Mahindra car it is easy to maintain. The best part is the sleek infotainment system in the dashboard which is neatly inte...",4.906,Strongly Positive
517,XUV700,The car is very powerful and very safe to ride because of its auto pilot mode. The auto mode is very helpful on the highway. Good car. ,4.529,Strongly Positive
518,XUV700,"Nice and convenient car better than Fortuner, you get the best safety features as well as you get the best technology ( Tesla of India ).",4.792,Strongly Positive
519,XUV700,Nice performance with decent mileage and looks are great. The features are also amazing.,4.467,Strongly Positive
520,XUV700,"Best in Its features, engine performance is excellent, looking awesome, low maintenance cost, high-security system, cruise control, adaptive cruise control is mind-blowing.",4.4895000000000005,Strongly Positive
521,XUV700,Most comfortable SUV car at this price. Incredible features and smooth driving experience.,2.7815000000000003,Positive
522,XUV700,"This is a very good car and everyone can afford it. It gives good mileage in the city and highway also. It offered a great derive quality, this is a great car in this price range.",4.6955,Strongly Positive
523,XUV700,The third-row comfort is not good in fact bad. If the middle row can slideable like Safari then we can manage space for the third row. The mileage is good according to the segment of this SUV. While driving at high speeds the suspension of this car makes an irritating sound. And the break pads were not of good quality. Its breaking is awe...,-4.14,Strongly Negative
524,XUV700,"I had the pleasure of driving the all-new Mahindra XUV 700 on a road trip to Goa and Karnataka. Looks: Looks like a groomed beast from every angle, to appeal to the old school SUV lover as well as the modern urban guy! Its got really sharp and crisp edges and strong design elements which give it a beefy muscular look. The Drive Experience: Abs...",4.7010000000000005,Strongly Positive
525,XUV700,this is a wonderful car. The car looks best and has good performance as the engine is punchy. The only problem is that the last row is very bad. It has a very minimal leg space and the middle row has much extra space.,3.247,Positive
526,XUV700,"It is a great car in terms of looking, attractive features, and performance is also good. Overall, fully functional car.",4.36,Strongly Positive
527,XUV700,"Excellent car, it comes with awesome features and design is also good. It gives a comfortable drive quality, massive sunroof, dream car, and mileage is just amazing. ",4.814,Strongly Positive
528,XUV700,The XUV 700 is the best car. Its comfort and performance are good. Its safety and mileage were also good. It is value for money car. It looks better than Innova.,4.809,Strongly Positive
529,XUV700,"The overall performance of XUV is fantastic. The mileage of the car is excellent, value for money, safety measures are also good, exterior of car is beautifully designed. ",4.795,Strongly Positive
530,XUV700,"I actually like this car but it has a less millage in my opinion. I also tested this car, it has a hyperpower in this segment and of course, its Ultra-wide sunroof, all led light, and 3D surround sound it is massive according to Tata Safari it is a budget-friendly full-size all-wheel-drive SUV it is very good.",3.609,Positive
531,XUV700,Its comfort and performance are good. Its safety and mileage were also good. It is value for money car. It looks better than Innova crysta.,4.6855,Strongly Positive
532,XUV700,Mahindra XUV700 is perfect if you are looking for performance and its value for money. It's available from 15L to 30L. Wide range of options to choose from.,3.6345,Positive
533,XUV700,"first of all good design, more power, better riding comfort than the previous one and value for money and safety.",4.5745000000000005,Strongly Positive
534,XUV700,"With 5 Star safety rating and important Additional Features such as Central Locking, Reverse Camera, Cruise Control, Hill Hold Control, Etc. This is the best SUV that you can buy for under Rs 30 Lakh But It is missing something, and that is ventilated seats, as we know without ventilated seats it's hard to travel very long distances.",0.64,Positive
535,XUV700,What a fantastic car. It has amazing and nice features it is a very comfortable car the interior design is top-notch.,4.6495,Strongly Positive
536,XUV700,"My favourite SUV car. It's a family car mileage, pickup, comfort level and low maintenance are top-notch.",0.5135,Positive
537,XUV700,I like its design and specially speaking the new logo. The performance is also good at this price range. Although it is lacking in some fields. Its luxurious model is the best among all. At the end it's very satisfying model.,4.584,Strongly Positive
538,XUV700,"Great design, It has amazing colour and features with drive assistance. It comes with the good infotainment system and the panoramic sunroof is just amazing. ",4.6965,Strongly Positive
539,XUV700,"In my opinion, I must appreciate that choosing a car symbolizes great rich taste because it's unique in mid-range money. It has lots of features at that price. The safety, security, comfort, convenience, air conditioner, light type - LED, Instrumentation and communication. Distance to empty, entertainment,&nb...",4.7299999999999995,Strongly Positive
540,XUV700,"It is an amazing car in this price range. Its features, space, and sound quality are awesome.",4.18,Strongly Positive
541,XUV700,"It is a nice car overall, mileage is good and the interior is amazing. I liked it very much as the tail light is also looking good.",4.6745,Strongly Positive
542,XUV700,"Good car with all features and with stylish and overall its nice car. Also, its safety is top-notch and this car is worth one.",4.2775,Strongly Positive
543,XUV700,Mahindra XUV 700 is the best premium car. This car has the best feature in this segment and I already use this car for my family. It has a five-star rating for its safety and this car is made for the family. I love Mahindra company for providing the best features and comfort in this car and this is the best SUV.,4.9025,Strongly Positive
544,XUV700,"This is a very safest and most beautiful car. The sunroof is so big, I love this car this drive is very smooth.",4.564500000000001,Strongly Positive
545,XUV700,The new Mahindra xuv700 is just an amazing car introduced by Mahindra. Equipped with just jaw-dropping features. With top of the line features the drive quality and the comfort are just amazing. The car has a very good road presence. I would recommend it to buy it. It is great value for money.,4.861,Strongly Positive
546,XUV700,It's a huge car with a big engine. This is the safest car in India. The Mahindra XUV700 clutch is very comfortable. The best thing which I liked is that even after the 7 seats are raised the boot space is 200 litre and needs to improve 3rd row.,4.7844999999999995,Strongly Positive
547,XUV700,Mahindra XUV 700 design is very awesome and the car is very comfortable. value of money car.,4.4624999999999995,Strongly Positive
548,XUV700,"Great Car, nice suspension, number of features. Drove 2000 km till now no issues. The display went off once for a moment. Rest is ok Its headlights will make you happy during night driving.",4.4895000000000005,Strongly Positive
549,XUV700,This is a very styled SUV car with good comfort. Its mileage is also good.,4.037,Strongly Positive
550,XUV700,"It's a very nice car. Mahindra xuv700 amazing looking, performance, safety, mileage. It is a good car in this price range.",4.5584999999999996,Strongly Positive
551,XUV700,"Best features among its segment. Fantastic look, safety, comfortable, excellent interior, and mileage are better than its rivals. Pickup amazing.",4.879,Strongly Positive
552,XUV700,"XUV 700 is the best car in this price range, this car looks very cool and comfort wise it is so is nice to go through the features there are a lot of impressive features. And going through the drive comfort the engine is super and very smooth. Now finally safety is 5-star safety the body of the car is very tough to break.",4.913,Strongly Positive
553,XUV700,"Very good car with features loaded and fully automatic, It has very good mileage and it has a sunroof that is also good. Best car in the price range.  ",4.6485,Strongly Positive
554,XUV700,"Awesome performance and good condition vehicle and very safe car in XUV series, ac is very smooth. Overall it's an amazing car.",4.662,Strongly Positive
555,XUV700,"The Mahindra XUV 700 is an amazing car that is one of the best in its price segment. Even though its mileage is decent, the power we can get at this price is amazing along with the stylish looks it offers.",4.5765,Strongly Positive
556,XUV700,"Best car I have ever seen till now with all the luxurious features to compete with luxury cars which is a good idea. I love the design and all the safety measures taken in this car. I hope that this car will reach the highest rank to compete with all of the other cars. Love from me and from my family Mahindra Team . 
 
",4.847,Strongly Positive
557,XUV700,Best of best in budget and super automatically drive. And the feeling of control and comfort is awesome.,4.8285,Strongly Positive
558,XUV700,"Awesome car. Bought the top model with great features 5-star NCAP rating, best interior design. Good for Indian road, great looking, luxurious car. Low maintenance cost.",4.8215,Strongly Positive
559,XUV700,Mahindra XUV700 is one of the most elegant and luxurious cars in its segment. The maintenance is pretty standard and affordable.,3.8225,Positive
560,XUV700,"All in one, the best SUV to buy for smooth performance, luxury look and comfort. Also, the features are amazing. ",4.4425,Strongly Positive
561,XUV700,"BEST CAR FOR A FAMILY REQUIREMENTS, STYLISH, AWESOME PERFORMANCE, LOVE TO OWN IT, BEST 7 SEATER SUV IN MARKET. ",4.7825,Strongly Positive
562,XUV700,I love Mahindra XUV 700 this is soo cool. The look is awesome and I think it has unlimited features. I say only one thing this is the best SUV. ,4.7065,Strongly Positive
563,XUV700,Have all the class exceeding features and looks with smart safety too. Have a great road presence and feels like a king on the road.,4.511,Strongly Positive
564,XUV700,Mahindra XUV700 comes with a very amazing look and the vehicle is good in terms of comfort but it lacks in mileage a bit.,3.2119999999999997,Positive
565,XUV700,"The excellent design and build are so good. Great examples of outstanding engineering. The working of ADAS is outstanding and has no words. Overall, good car. ",4.8655,Strongly Positive
566,XUV700,"This is a great car and it gives smooth drive quality, the comfort level is excellent. Speakers are not of Sony. The car has great power with safety, this is a complete family car.",4.765499999999999,Strongly Positive
567,XUV700,"This car has awesome features and many types of modes present there. Good sunroof, I love this car And my family was easily fit in this car. This colour is also awesome, l like her automatic braking system and good for the learner because this car has some new features.",4.883,Strongly Positive
568,XUV700,"First of all, I would like to say this is a value for money car, it has damn all the features which a modern car should have and a normal customer wants.",1.48,Positive
569,XUV700,"Amazing car, well-built quality, superb performance, incredible safety, most luxurious SUV, highly recommended, good for off-roading. Can't give enough compliments. ",4.6445,Strongly Positive
570,XUV700,"I really like this luxurious feels car, its safety is very good and comfortable, the sunroof is also really nice and its features are also good. ",4.7805,Strongly Positive
571,XUV700,Good car for the safety and its colour is too good. It comes with the latest features and the music system is so nice. Good car in this segment.,4.669499999999999,Strongly Positive
572,XUV700,"Nice car, great comfort, Hi-tech feature loaded car, bold look and design. And this car is only for the enthusiast drivers.",4.63,Strongly Positive
573,XUV700,"Such a very amazing car with awesome features & safety. XUV 7OO car is looking also stylish & sharp car, it's a very comfortable car for the long drive.",4.6955,Strongly Positive
574,XUV700,Good car with great looks and very comfortable seating with spacious seats. It's full of features with lots of entertainment.,4.6225,Strongly Positive
575,XUV700,"It is the best car ever made in India, it is the world's best car I have seen at this time, awesome feature, speed and many more in this have I can't express them with my words.",4.63,Strongly Positive
576,XUV700,Amazing car by Mahindra. Not any car compete in the price range. Features and build quality is best. If Mahindra provided ventilated seat then this car would have been the best. ,4.608499999999999,Strongly Positive
577,XUV700,"Great car with great features and build quality, one of the best Indian cars to hit the roads. It's a well-rounded package with an extensive list of features, safety equipment, performance and comfort.",4.7825,Strongly Positive
578,XUV700,It's been a month since I m used the AX5 MT petrol variant. It's easy to manoeuvre in the city and on highways it's just amazing. But mileage is on the disappointing side. Mahindra never revealed mileage and what I am getting in the city is around 9 and on highways nothing more than 10 or 10.5kmpl.,-1.191,Negative
579,XUV700,"The car is good for its price and you get many features in this car as well, especially for those who love the sunroof, its sunroof is massive. I guess the biggest sunroof in this price, engine capacity is 2197cc and it has 153bhp. It has a very good pickup feels very fast for an SUV in this price range and XUV 700 is faster than Innova Crysta. Goo...",4.511,Strongly Positive
580,XUV700,"I love car this car, it looks good, mileage and features are good, other things are average but the car is a little expensive. Overall, it's a good car.",4.2685,Strongly Positive
581,XUV700,"In so many ways, the XUV700 is best-in-class, and when you consider the bargain costs, it's evident that Mahindra isn't just here to play; it's here to kill. The competition should better find a way to hide.",-0.386,Negative
582,XUV700,It is a wonderful SUV. It is a big muscular car loaded with several features. This car is a combination of power and technology. I'm in love with this car.,4.18,Strongly Positive
583,XUV700,"Awesome car, great mileage and premium look. Its interiors and exteriors look perfect. It's good for off-roading and performance is top of the line.",4.7425,Strongly Positive
584,XUV700,It has a dynamic look which shoots with present generation people and it has all new good features in it and even it is 5-star rating car in the crash test too.,2.1075,Positive
585,XUV700,I have purchased my new car which is a Mahindra XUV 700 the car looks powerful. I loved it and it has a lot of good features at this price really a good car.,4.55,Strongly Positive
586,XUV700,Beautiful car as expected. Quality and good performance and latest technology car in India at the best price.,4.5005,Strongly Positive
587,XUV700,It is a very good car and I also like its looks and logo it is very safe at this cost I appreciate Mahindra for this car.,4.452999999999999,Strongly Positive
588,XUV700,It is a very stylish and good features car with the best safety. This is the best SUV for middle class family with best mileage.,4.808,Strongly Positive
589,XUV700,This car looks very beautiful. Features are mindblowing and it's very comfortable and has good ground clearance.,4.465,Strongly Positive
590,XUV700,"One of the best value for money SUVs. Segment and comfortable driving, sitting, stylish and good looking as well as good features and options for driving.",4.7505,Strongly Positive
591,XUV700,"The XUV 700 is the best SUV in its segment. The performance, comfort, and features are top-notch. The refinement of the engine is good. The build quality is the best, and it looks bold and stylish.",4.734,Strongly Positive
592,XUV700,Best ever car in India. Which comes Under best features and design. Advanced technology is used in this car.,4.43,Strongly Positive
593,XUV700,It's good looking and comfortable Its driving is very comfortable But it's not good for fuel-efficiency.,4.221,Strongly Positive
594,XUV700,"Its heavy look is awesome, and the performance is amazing. The interior is mind-blowing, and the logos are also amazing.",4.568,Strongly Positive
595,XUV700,"Wonderful car with a fantastic performance, I like it. It is very comfortable and it gives a luxurious feeling. Go for it. ",4.656000000000001,Strongly Positive
596,XUV700,"This is a very comfortable car, it has a 5-star safety rating, and the look of the car is attractive, it is a family car near 7 people can seat in the car.",4.258,Strongly Positive
597,XUV700,I had driven this vehicle. overall satisfied by the SUV in safety and by lòoks more over ventilated seats should have been provided at this price range. The boot door is of high-grade plastic expected to be metal like other SUVs but the design is great. ,4.4035,Strongly Positive
598,XUV700,I think the look of the car takes it all and the new logo. The sunroof is the key point which attracted me also performance wise the car is beautiful. ,4.3445,Strongly Positive
599,XUV700,"I have never seen such a nice car to date. It has so many great features, and its look is so fabulous. At such a price no car can compete with XUV700.",3.681,Positive
600,XUV700,Good iconic experience with loaded features. The sound quality is awesome. Good stability and fun to drive. Will be much happy if an improvement on mileage is done. Overall must buy.,4.8165000000000004,Strongly Positive
601,XUV700,"This is an excellent car, its look is very nice. its price is average, this car's sunroof and moon roof are mind-blowing and it offered a good drive quality. ",4.327500000000001,Strongly Positive
602,XUV700,"This is a superb and looking car, with all safety features, suitable for Indian roads, best mileage car in this segment. ",4.511,Strongly Positive
603,XUV700,"It is an amazing car, No one is providing this many features at this affordable price, great awesome car.",4.4785,Strongly Positive
604,XUV700,"A good family vehicle with all safety features and the driving experience is awesome also the features provided in XUV 700 were really useful. In addition, the riding experience in XUV 700 is unforgettable, I really enjoyed the drive.",4.742,Strongly Positive
605,XUV700,"Excellent performance and fully comfortable, smooth-running, features are mind-blowing. I'm fully satisfied because everything is excellent.",4.6675,Strongly Positive
606,XUV700,"Marvelous! Amazing Car. Just gives a feel of Mercedes, a really good car by Mahindra. Best in comfort and looks also. ",4.7885,Strongly Positive
607,XUV700,Mahindra XUV 700 ki kya tarif kru jitni tarif karu utni kam hai very beautiful look aur kya stylish car ko bnaya hai Mahindra ne iske samne badi badi luxury car bhi fail hai. ,0.8805000000000001,Positive
608,XUV700,"Overall it's a fantastic car, the most valuable vehicle in this segment, most famous and futuristic vehicle in its segment. ",3.951,Positive
609,XUV700,"This car is seriously damn amazing, and the best part are it's door handles and roof system. Obviously the mileage and safety are great. Other than this, the sound system is crazy.",4.3895,Strongly Positive
610,XUV700,"I just bought the car recently, and just can't get over with it. The features and the styling is on the top of the line best in the segment, and its comfort level is pretty good. Its performance is also good.",4.7385,Strongly Positive
611,XUV700,"Cool car with cool looks and with great features. Side door handle bars are awesome, liked the remote feature very much. DRLs and sunroof are also good. The length and height of the car are also excellent. Overall it is an SUV with all great features.",4.8915,Strongly Positive
612,XUV700,"Worth Buying, Best SUV I have ever seen. Mileage is a bit low but the power and luxury feel inside the car hit differently. Worth buying. ",2.9635,Positive
613,XUV700,The car's look is very beautiful. The features are amazing. The topmost XUV car in India. The car door and auto system are amazing.,4.5760000000000005,Strongly Positive
614,XUV700,Best SUV I have ever seen. Mileage is a bit low but the power and luxury feel inside car hits different. Worth buying.,2.6334999999999997,Positive
615,XUV700,"XUV 700 is the best car in the segment. It's full of technology, has soo many features, it's safety features and the most attractive it's touchscreen.  Just an amazing car in the segment. ",4.662,Strongly Positive
616,XUV700,"Very good mileage, good comfort and features. The space and ADAS feature is also good. ",4.5085,Strongly Positive
617,XUV700,This is the best car at a cheap price. It is too comfortable and its features are awesome.  Like I slept in the car while driving and the auto-driving mode automatically controlled the car.,4.6685,Strongly Positive
618,XUV700,XUV700 have many different new features as compared to other cars and the price is low compared to Fortuner. It also comes in petrol version this is good thing. ,1.0115,Positive
619,XUV700,This car is outstanding. The performance and comfort were cool. This very powerful and stylish car. A lot of features.,4.4885,Strongly Positive
620,XUV700,It is a very fantastic product with safety and comfort. The car handles very well. The sound system is best. The sunroof is a stand-out. The mileage in the diesel automatic for such a powerful. It is really good.,4.8365,Strongly Positive
621,XUV700,"It's one of the most comfortable SUVs, designing super, smart features, security features and looks awesome overall SUV. 700 is perfect.",4.8285,Strongly Positive
622,XUV700,IT IS A VERY GOOD CAR. I SUGGEST TO EVERYONE TO BUY THIS CAR BECAUSE THIS CAR IS VERY COMFORTABLE AND A FAMILY CAR THIS IS BETTER THAN THE INNOVA AND ITS LOOKS ARE ALSO VERY GOOD.,4.583,Strongly Positive
623,XUV700,"My buying experience is good. I shortlisted this only I waiting for this car for a long time. It plus point that it have all side sensor. Another plus point is the moonroof, it is comfortable, and boot space is good. Its performance is great. ",4.608499999999999,Strongly Positive
624,XUV700,XUV 700 is a fantastic car I have ever seen in this segment. I always appreciate Mahindra for their safety rating and premium class. I always recommend customers to buy this fantastic SUV.,4.6745,Strongly Positive
625,XUV700,"This is a very comfortable car with familiar features, the best car ever. Mahindra is doing amazing. This car is stylish and the features are also pretty good. ",4.7825,Strongly Positive
626,XUV700,"It has got good looks, spacious interior exterior, it can beat Audi SUV's. The feel of luxurious comfort it provides. Love this car!!!",4.4395,Strongly Positive
627,XUV700,"Car with a great amount of space with great safety features, which makes you feel great. The rugged feeling of having a front grill with great overall dimensions with such a best wheelbase makes the rear passengers feel great. I like the road presence of 700 with great ground clearance. overall it is the best car in the SUV segment with t...",4.9555,Strongly Positive
628,XUV700,"I love this car, it is a comfortable SUV car for family and friends for the tour, it has good space, and it is better than other cars, I feel luxurious when I am in this car.",4.734,Strongly Positive
629,XUV700,"This is a nice car, the driving experience is too good and value for money. This is very comfortable, easy to handle and it has enough space. ",4.6545,Strongly Positive
630,XUV700,"Excellent car performance & looks. Good after-sales service. Pros: Very good road presence & build quality, lots of build-in features ADAS is excellent with lane assist. Pickup is best in class & seats are very comfortable. Cons: No electric ORVM mirror No second-row move option or bucket seats, No space in the third row & no space ...",4.643,Strongly Positive
631,XUV700,"Nice car, looks are really awesome and good. Features are also amazing and comfortable to drive. Safety is 100%",4.825,Strongly Positive
632,XUV700,It's like a superb monster car. It is the best car in the world. The panoramic sunroof is also very nice.,4.656000000000001,Strongly Positive
633,XUV700,"This is a great car and looks very nice, it gives good mileage, its features are also good and best car in the price segment.  ",4.765499999999999,Strongly Positive
634,XUV700,It's an amazing car. It's very comfortable and packed with features. The ADAS(Advanced driver-assistance systems) lane assist is quite good and responsive.,4.6195,Strongly Positive
635,XUV700,It's so comfortable and powerful vehicle in the segment. It looks more premium and fully features loaded.,3.8440000000000003,Positive
636,XUV700,I own AX7 MT Petrol in white colour. Very comfortable to drive. Emergency brakes are very effective. Overall it's the best seven-seater for long and short journeys. I drove from Trivandrum to Chennai with 6 adults and two children. The back rows are also comfortable for adults.,4.6065000000000005,Strongly Positive
637,XUV700,"Amazing car with great features, adaptive cruise control, overall safety and stylish look. It's the best Indian car. Go for it. ",4.7115,Strongly Positive
638,XUV700,"This is the beast no doubt with advanced features, steering like butter or better, the sunroof was amazing, headlamps are much lighter in the night for a comfortable ride, only one thing I want in this car that company must offer matt colours than its look unbeatable, seat adjuster is nice, and the 8 airbags provide the best safety in the segment.",4.8165000000000004,Strongly Positive
639,XUV700,"Awesome safety and performance, but mileage are low, and refinement level is good, handling is also good, looks very nice and best in this segment.",4.838,Strongly Positive
640,XUV700,I love this car's performance. Because it has a mileage up to 21kmpl to 23kmpl. It has engine power. It is compared with luxury cars.,3.1845,Positive
641,XUV700,Driving XUV 700 AX7 for the past 20 days and finding the vehicle value for money. Drive quality is good and features are helpful.,3.982,Positive
642,XUV700,Amazing car. The best car of 2021. It's such an amazing car with lots of amazing features and top-notch safety with an amazing design. I just love this one.,4.9030000000000005,Strongly Positive
643,XUV700,"This is a very good car with some really good segment-first features, if all the models had the blind-spot monitor and a few more features which are missing then it would have been really great.",4.309,Strongly Positive
644,XUV700,"That was a very nice car, and good looks car was also a nice driving experience. I loved it 😀😊",4.5915,Strongly Positive
645,XUV700,A great car. You should consider this as a beast in your collection. Nothing is more premium than this in this segment. This car will tick all your basics' checklist and then it will surprise you with first in segment features. ,3.6755,Positive
646,XUV700,"I have booked XUV700 earlier. But changed my mind without taking a test drive and trust me. I was surprised after driving it 900 km. Driving comfort awesome, massive look, superb interior and wonderful mileage 20.9kmpl, after driving 120 km on the highway.",4.9125000000000005,Strongly Positive
647,XUV700,"I own XUV700 AX5 MT Petrol 7seater black. It is really a beast on the road, which attracts a lot of many eyes towards it. Road presence is awesome. If you ask me about performance and comfort then it's one of the best one in the segment or we can say more than what other SUV offers. Mileage is a little low, but that's no bi...",2.747,Positive
648,XUV700,"I have seen many vehicles, But not as good as this. Got my diesel AT and driving it for almost 3months OMG the power and torque keep me pumping all the time.",-2.391,Negative
649,XUV700,"Next level car design and features, Safety features come first amongst all new cars, The interior is so damn good and the bold and aggressive look from front is awesome It a proper luxury car.",4.109,Strongly Positive
650,XUV700,XUV700 is safe and driving is mind-blowing. The ADAS feature and sunroof are excellent.,3.825,Positive
651,XUV700,"Within a week with this car. I'm absolutely in love with it. The sunroof is the largest in the segment. The Alexa is quite good, and the audio system is also good. The engine is an absolute beast. Enough to compete with cars out of its segment. The ADAS is also good and quite impressive. If you are looking for a 7 seater SUV.&nb...",4.781000000000001,Strongly Positive
652,XUV700,Overall performance is good. It's very comfortable and spacious in comparison with other SUVs in the same price range.,3.787,Positive
653,XUV700,Fantastic Car With Awesome Features PowerFul Engine And Good Mileage. Nice Interior And Amazing DRL Lights! Very High PickUp.,4.826,Strongly Positive
654,XUV700,Horrible. Over 120 mph the car beeps like it's gone mad. It will definitely cause an accident due to the fact that the beeps make the driver distracted. My older manual cars had no such issues. Legal speed is one thing. There are some highways supremely disappointed. Every small car will be passing you by if you follow this.,-3.982,Negative
655,XUV700,"When you are thinking about an SUV, you should not think about its Mileage. It has a safety rating.",2.1075,Positive
656,XUV700,This is not valuable car waste of money. You do not buy this car. Because technically car production is delayed.,-1.3915,Negative
657,XUV700,"High-Five for Mahindra! Pros: Feature-loaded, Freaking performance around this budget even petrol, VFM package! Safety and its build quality 5star GNCAP! Now coming to cons Cons: Third-row comfort! No 6 seater option. Overall: A Feature loaded and well-packaged car. Hats off to Mahindra!",1.772,Positive
658,XUV700,"Lower variants should not be denied of must-have features, like reverse camera, auto headlamps, auto climate dual-zone, auto fold mirror, start-stop button.",2.0155000000000003,Positive
659,XUV700,"Awesome car with great fun and driving. Best safety features, along with the ADAS(Advanced driver-assistance systems) technology, which is superb.",4.869,Strongly Positive
660,XUV700,The comfort of the 3rd seat and many of the features are missing in deed. Mileage might be able to get more. Thanks for ADAS(Advanced driver-assistance systems),2.7065,Positive
661,XUV700,"Worst performance as compared to Hyundai Alcazar, and maintenance cost is high compared to Safari and Alcazar.",-3.1245000000000003,Negative
662,XUV700,I like this car with its amazing features and safety. It gives good comfort. I suggest to all to buy new Mahindra XUV700,4.63,Strongly Positive
663,XUV700,XUV 700 AX7 luxury pack mileage is somewhere between in 11-12 in petrol automatic in city and 13-15 in the highway whereas in diesel automatic 13 in the city and 16-17 in highway,0.0,Neutral
664,XUV700,"Most features are present, and features like AWD are not present. Even in 40 lakh range cars. The true value for money.",3.8585000000000003,Positive
665,XUV700,This car is awesome and gave better performance. And better mileage and a high-class system. I like this car looks and design,4.5405,Strongly Positive
666,XUV700,I bought XUV 700 petrol luxury pack model on 08/11/21. Without any bias beyond my expectations. I am really lucky. I thought I get this vehicle in the month of January to March. Since then I am experiencing this new avatar from our Indian soil and I will share it . This car is really awesome in the driving dynamics as well as pe...,4.607,Strongly Positive
667,XUV700,Design is not easy. Using high voltage light doesn't make a car good. Please improve your design. The side profile is the same as the old boring XUV 500. Mileage is also not good.,-2.5679999999999996,Negative
668,XUV700,Driving Petrol Manual AX7 for the last 3 days. Mileage is around 10kmpl. Driven 80% in the city. Expect a much better mileage on highways and after the first service. The car offers tonnes of features. Might need a couple of days to get used to it. The driving experience has been fantastic. Even a very light foot on the pedal will take you beyond 8...,3.7895000000000003,Positive
669,XUV700,Very good looking and better quality and 101%. So excellent further and the mind-blowing car only on Mahindra car teamwork,4.387499999999999,Strongly Positive
670,XUV700,"The excellent car waited for it for 6 months to launch, and finally got it better than Innova, and Tata Safari",3.825,Positive
671,XUV700,Excellent product by Mahindra buys Indian brand only. Support to Indian manufacture. The petrol engine is more powerful in it.,4.2940000000000005,Strongly Positive
672,XUV700,"The best car has a 5-star, crash test result at a base model with 2 airbags. Mahindra is doing very great",3.9205,Positive
673,XUV700,The car's mileage is also the best the features like ADAS touch screen 360 parking and 12 sony speaker the huge panoramic sunroof and performance. ,4.201,Strongly Positive
674,XUV700,All ok. This is going to revolutionize the car market in India. It gives the best technology at a surprising price. Great performance.,4.559,Strongly Positive
675,XUV700,"Besat and wander full XUV 700 Selutabal and luxurious and fully safe, my life's best XUV.",4.061,Strongly Positive
676,XUV700,"Very good performance, and superb features added with ADAS(Advanced driver-assistance systems) future and the most stylish car. It will definitely be a 5star rating.",4.3740000000000006,Strongly Positive
677,XUV700,Nice car xuv 700 this is a heavy car and nice pickup and nice car all features are good in this car. The long drive is the best driving.,4.691,Strongly Positive
678,XUV700,"Nice car, but poor car mileage only, the safety feature is good, design is better. Everything better",4.593,Strongly Positive
679,XUV700,"Super, I love it. In a test drive, I feel like a king of the road. it has an awesome pickup. Looking good, with great performance, It is mindblowing",4.8545,Strongly Positive
680,XUV700,"Mileage point of view, it isn't useful for middle-class people, so in feature, it is going to get hurdles after in 2 months",-1.706,Negative
681,XUV700,"Seats are too hard. Feels like sitting in a local bus. Thigh support is less. A car worth 25lakh is supposed to have the most comfortable seats. Just adding big lucrative features, but missing out on basic features.",1.488,Positive
682,XUV700,Not as massive looks like XUV500. Made for family people. It will be better if 6 seaters like Innova. But it will rule Indian road. More power engine. If interiors in dark shade Maybe look more comfortable. More white colors materials were used. The top-end model will be more options features and comfort.,4.558,Strongly Positive
683,XUV700,"Not good looking the exterior is too much and the ADAS(Advanced driver-assistance systems) is also unnecessary especially in the Indian roads, turbo petrol god knows how much average it will give",-0.39399999999999996,Negative
684,XUV700,What's not good is whoever made the variants is a real dumb person who has zero knowledge of market demand and goes market strategy. ADAS(Advanced driver-assistance systems) features are only for 7 seater top-end model variants. This is a real show stopper for 5 seater SUV buyers to drop the plan. Mileage is 12-13kmpl is a real ...,-4.0385,Strongly Negative
685,XUV700,Nice car with fairly good comfort. Legroom in 2nd and 3rd row greatly compromised. the ivory white interior is awesome. What not suitable for Indian driving conditions and will become soon dirty with dirt. A better option would have been black and grey. Dashboard missing soft touch. Though booked one. But changing my mind,3.0295,Positive
686,XUV700,"About 5 seaters It's a good car as long as you don't care about mileage, but if you're someone who cares for the overall economy I would suggest go for Creta Diesel or maybe Tata Harrier XM if you want some added power.",3.3970000000000002,Positive
